Advances,TID,SID,TSV
44792,63389,50247,1659
44793,11740,63389,6984
44794,50374,11740,7459
44795,20902,50374,4780
44796,2235,20902,2851
44797,12952,2235,1860
44798,61274,12952,7096
44799,35453,61274,3236
44800,26994,35453,7265
44801,60059,26994,4221
44802,39606,60059,3589
44803,45218,39606,1346
44804,8813,45218,4697
44805,24871,8813,2153
44806,2717,24871,3447
44807,20042,2717,2202
44808,62860,20042,6008
44809,59449,62860,950
44810,26558,59449,4592
44811,32412,26558,804
44812,23782,32412,1103
44813,58690,23782,5940
44814,49243,58690,1187
44815,11137,49243,7547
44816,30225,11137,2994
44817,46364,30225,6241
44818,28459,46364,6982
44819,21693,28459,1906
44820,23968,21693,291
44821,56123,23968,4307
44822,3201,56123,6903
44823,46147,3201,5912
44824,48876,46147,341
44825,61474,48876,2521
44826,19885,61474,6065
44827,21444,19885,973
44828,39959,21444,6650
44829,793,39959,5089
44830,30370,793,3767
44831,59272,30370,4645
44832,37453,59272,3768
44833,25372,37453,7722
44834,16856,25372,1112
44835,641,16856,2155
44836,7757,641,921
44837,790,7757,939
44838,25203,790,3116
44839,30621,25203,701
44840,42279,30621,6743
44841,60750,42279,2317
44842,1188,60750,7485
44843,31835,1188,3871
44844,17734,31835,1827
44845,31265,17734,2028
44846,61519,31265,4429
44847,24736,61519,4637
44848,46001,24736,6754
44849,15857,46001,4552
44850,12782,15857,387
44851,61387,12782,7108
44852,43405,61387,2248
44853,57949,43405,2426
44854,28084,57949,4605
44855,52998,28084,5206
44856,42469,52998,3420
44857,24241,42469,8042
44858,16629,24241,968
44859,27870,16629,1413
44860,1965,27870,3438
44861,17312,1965,2177
44862,21956,17312,716
44863,22038,21956,122
44864,50180,22038,4674
44865,3632,50180,6470
44866,3293,3632,93
44867,951,3293,493
44868,15545,951,2017
44869,46580,15545,4393
44870,57797,46580,2694
44871,30315,57797,4853
44872,64272,30315,4527
44873,60033,64272,562
44874,60719,60033,245
44875,13067,60719,7108
44876,21189,13067,3129
44877,46106,21189,7387
44878,10657,46106,5047
44879,29814,10657,3002
44880,12625,29814,2212
44881,27565,12625,2911
44882,24151,27565,1727
44883,42660,24151,7966
44884,40299,42660,1913
44885,15874,40299,5229
44886,54375,15874,7500
44887,32506,54375,5459
44888,43729,32506,6789
44889,44593,43729,156
44890,14885,44593,4738
44891,17886,14885,4095
44892,58951,17886,5235
44893,52052,58951,1442
44894,22728,52052,4723
44895,9614,22728,4008
44896,32223,9614,2826
44897,3454,32223,3604
44898,32844,3454,4518
44899,37421,32844,588
44900,43387,37421,1898
44901,3563,43387,5266
44902,52634,3563,6158
44903,7966,52634,6736
44904,6032,7966,273
44905,36472,6032,4925
44906,44774,36472,1043
44907,21909,44774,8046
44908,25132,21909,1783
44909,33876,25132,7375
44910,19033,33876,6593
44911,24682,19033,1350
44912,53305,24682,5642
44913,6648,53305,6456
44914,43759,6648,5730
44915,41264,43759,379
44916,59138,41264,2246
44917,56404,59138,1898
44918,55201,56404,382
44919,33414,55201,2724
44920,36854,33414,430
44921,34634,36854,279
44922,14533,34634,6129
44923,7084,14533,1133
44924,54956,7084,6560
44925,9567,54956,7806
44926,61365,9567,6493
44927,31064,61365,4829
44928,33574,31064,8015
44929,30383,33574,7857
44930,1198,30383,3648
44931,40906,1198,4972
44932,5210,40906,4466
44933,54049,5210,6383
44934,36603,54049,3003
44935,39453,36603,668
44936,57069,39453,2206
44937,64476,57069,1190
44938,15186,64476,6161
44939,10976,15186,566
44940,21569,10976,4052
44941,36857,21569,7031
44942,54398,36857,2928
44943,61925,54398,1203
44944,46513,61925,2186
44945,6265,46513,5561
44946,45629,6265,5448
44947,7000,45629,5420
44948,47130,7000,5224
44949,57209,47130,3308
44950,12906,57209,7586
44951,60434,12906,7119
44952,56222,60434,1777
44953,1699,56222,7079
44954,41054,1699,5343
44955,48943,41054,1006
44956,31652,48943,6289
44957,37095,31652,7528
44958,11924,37095,6094
44959,18653,11924,3273
44960,56098,18653,4735
44961,21355,56098,4361
44962,59019,21355,5820
44963,12918,59019,6815
44964,45341,12918,4205
44965,447,45341,5652
44966,45807,447,5738
44967,25553,45807,6695
44968,63857,25553,4948
44969,51541,63857,1540
44970,59387,51541,1493
44971,36308,59387,3397
44972,3533,36308,4099
44973,12335,3533,1980
44974,60952,12335,7110
44975,51790,60952,1162
44976,19201,51790,4137
44977,10970,19201,3131
44978,62154,10970,6914
44979,25859,62154,4857
44980,50812,25859,5231
44981,40346,50812,2940
44982,50124,40346,3018
44983,8711,50124,7225
44984,55311,8711,8001
44985,48358,55311,3229
44986,14456,48358,4243
44987,38223,14456,5542
44988,31734,38223,7639
44989,278,31734,3932
44990,52588,278,6543
44991,24452,52588,4701
44992,53529,24452,4563
44993,41306,53529,3592
44994,22122,41306,7910
44995,25626,22122,1614
44996,14222,25626,2674
44997,51693,14222,8140
44998,60031,51693,1138
44999,19617,60031,5339
45000,54114,19617,5112
45001,395,54114,6749
45002,28264,395,3580
45003,60762,28264,4198
45004,30616,60762,4952
45005,29215,30616,176
45006,24880,29215,613
45007,24333,24880,1991
45008,15730,24333,3151
45009,2241,15730,1718
45010,53021,2241,6395
45011,57881,53021,1440
45012,19438,57881,5438
45013,41183,19438,7526
45014,36556,41183,1474
45015,57036,36556,2560
45016,37779,57036,2475
45017,44729,37779,1957
45018,11418,44729,4164
45019,38644,11418,5965
45020,33388,38644,659
45021,7442,33388,5103
45022,10310,7442,1706
45023,23733,10310,3742
45024,62548,23733,5404
45025,21027,62548,5326
45026,26836,21027,1886
45027,25245,26836,329
45028,58228,25245,4157
45029,36819,58228,3476
45030,2739,36819,4268
45031,30965,2739,3656
45032,40202,30965,7359
45033,8997,40202,6085
45034,60449,8997,6624
45035,19545,60449,5135
45036,32363,19545,1606
45037,5873,32363,3347
45038,39886,5873,4519
45039,63882,39886,3144
45040,32330,63882,4344
45041,24023,32330,1139
45042,36287,24023,6669
45043,2691,36287,4327
45044,1594,2691,407
45045,42863,1594,5162
45046,47733,42863,931
45047,12489,47733,4439
45048,57456,12489,6679
45049,21701,57456,5782
45050,3149,21701,2833
45051,20743,3149,2985
45052,15821,20743,3481
45053,16387,15821,4025
45054,16169,16387,4069
45055,46041,16169,4510
45056,6172,46041,5496
45057,19312,6172,2669
45058,5712,19312,2980
45059,28647,5712,3894
45060,29847,28647,878
45061,60312,29847,5089
45062,3218,60312,7393
45063,24885,3218,3508
45064,19119,24885,1395
45065,8396,19119,3404
45066,58031,8396,6220
45067,16825,58031,5218
45068,4876,16825,2646
45069,37837,4876,4120
45070,45049,37837,1926
45071,46894,45049,794
45072,17106,46894,7871
45073,51651,17106,4450
45074,22839,51651,4638
45075,27175,22839,1634
45076,14118,27175,2976
45077,41844,14118,4746
45078,37324,41844,1623
45079,31335,37324,7541
45080,21744,31335,1490
45081,39857,21744,6632
45082,51992,39857,2581
45083,58479,51992,1518
45084,24801,58479,4241
45085,30995,24801,830
45086,46622,30995,6625
45087,44119,46622,841
45088,21431,44119,8188
45089,26343,21431,1706
45090,15207,26343,2992
45091,57825,15207,6992
45092,11967,57825,6635
45093,43366,11967,4347
45094,3365,43366,5256
45095,53706,3365,7069
45096,38043,53706,2218
45097,24872,38043,7862
45098,14234,24872,2774
45099,63587,14234,6655
45100,10821,63587,6724
45101,4571,10821,1907
45102,21434,4571,2124
45103,35168,21434,7003
45104,1107,35168,4518
45105,57391,1107,7311
45106,16398,57391,5124
45107,41200,16398,7199
45108,42108,41200,145
45109,47892,42108,1005
45110,33756,47892,1817
45111,29197,33756,7738
45112,19290,29197,1834
45113,58407,19290,5615
45114,49284,58407,1172
45115,1556,49284,6354
45116,41584,1556,5260
45117,35688,41584,1315
45118,54573,35688,3016
45119,24983,54573,5783
45120,623,24983,3199
45121,29233,623,3595
45122,39072,29233,7506
45123,8818,39072,5978
45124,55732,8818,8056
45125,51555,55732,538
45126,19827,51555,4226
45127,60187,19827,5325
45128,63253,60187,897
45129,48865,63253,2366
45130,13417,48865,4433
45131,12094,13417,874
45132,48349,12094,4732
45133,28226,48349,6739
45134,57624,28226,4587
45135,13705,57624,6802
45136,32788,13705,5811
45137,10433,32788,5402
45138,13516,10433,897
45139,25283,13516,2753
45140,38914,25283,8024
45141,18552,38914,6671
45142,9131,18552,3450
45143,8739,9131,49
45144,57846,8739,6266
45145,717,57846,7271
45146,43033,717,5466
45147,65247,43033,2776
45148,48451,65247,2163
45149,60972,48451,2669
45150,34909,60972,3278
45151,49922,34909,2411
45152,50058,49922,17
45153,12022,50058,7599
45154,53892,12022,8078
45155,44930,53892,4000
45156,49471,44930,3543
45157,32696,49471,6096
45158,12933,32696,2471
45159,8593,12933,610
45160,45669,8593,4734
45161,34975,45669,1887
45162,34469,34975,455
45163,14642,34469,6130
45164,51099,14642,8149
45165,14891,51099,8118
45166,22044,14891,3462
45167,21775,22044,98
45168,46940,21775,7242
45169,7971,46940,5391
45170,3576,7971,603
45171,30602,3576,3918
45172,57218,30602,5377
45173,55752,57218,201
45174,10305,55752,7729
45175,59666,10305,6186
45176,64268,59666,579
45177,16460,64268,5992
45178,41310,16460,7202
45179,43958,41310,349
45180,28704,43958,7026
45181,52357,28704,6036
45182,24503,52357,4710
45183,37887,24503,6537
45184,31314,37887,7477
45185,21213,31314,1297
45186,29082,21213,1128
45187,6905,29082,3436
45188,46374,6905,5627
45189,13453,46374,4149
45190,17762,13453,3645
45191,15762,17762,3870
45192,51923,15762,7912
45193,33034,51923,2427
45194,16341,33034,6107
45195,64808,16341,6239
45196,19273,64808,5836
45197,47806,19273,7742
45198,21709,47806,7630
45199,21852,21709,50
45200,61301,21852,5957
45201,13051,61301,7089
45202,34331,13051,5788
45203,47916,34331,1958
45204,52419,47916,3837
45205,12588,52419,8125
45206,27815,12588,2993
45207,31040,27815,700
45208,15588,31040,2228
45209,22860,15588,3253
45210,12252,22860,3794
45211,32132,12252,2635
45212,32208,32132,10
45213,1436,32208,3849
45214,36674,1436,4443
45215,27638,36674,7318
45216,19982,27638,1215
45217,34704,19982,6451
45218,57963,34704,3263
45219,2752,57963,7445
45220,2354,2752,126
45221,33801,2354,4519
45222,13075,33801,5859
45223,23432,13075,3347
45224,2215,23432,2661
45225,57033,2215,6861
45226,54658,57033,361
45227,62983,54658,1136
45228,19630,62983,5973
45229,59683,19630,5297
45230,9013,59683,6466
45231,30680,9013,2717
45232,45478,30680,6351
45233,51185,45478,3786
45234,15292,51185,8073
45235,7570,15292,1221
45236,13709,7570,1283
45237,17611,13709,3624
45238,61413,17611,5477
45239,55576,61413,1759
45240,4550,55576,6427
45241,32373,4550,3574
45242,15130,32373,2221
45243,31022,15130,2118
45244,44315,31022,6790
45245,11416,44315,4144
45246,61191,11416,6259
45247,46671,61191,2857
45248,43526,46671,905
45249,27317,43526,6166
45250,30079,27317,1017
45251,14526,30079,2488
45252,38187,14526,5554
45253,15958,38187,5487
45254,52383,15958,7769
45255,60379,52383,1256
45256,63529,60379,638
45257,19589,63529,5781
45258,8499,19589,3510
45259,12983,8499,624
45260,54418,12983,7364
45261,29313,54418,5314
45262,43865,29313,6971
45263,53737,43865,3926
45264,52022,53737,859
45265,13743,52022,8147
45266,45412,13743,4249
45267,41634,45412,632
45268,29608,41634,6689
45269,16078,29608,2476
45270,54530,16078,7545
45271,25343,54530,5887
45272,43002,25343,6304
45273,21615,43002,7794
45274,3744,21615,2905
45275,14238,3744,1831
45276,51402,14238,8170
45277,34979,51402,2061
45278,64269,34979,3701
45279,45683,64269,2351
45280,15745,45683,4606
45281,36341,15745,5646
45282,24413,36341,6741
45283,29404,24413,1456
45284,46298,29404,6336
45285,26522,46298,6760
45286,1807,26522,3090
45287,45809,1807,5823
45288,59809,45809,2922
45289,59622,59809,40
45290,24689,59622,4370
45291,22048,24689,1738
45292,61373,22048,5939
45293,47106,61373,2807
45294,31555,47106,6248
45295,19705,31555,1783
45296,19823,19705,50
45297,51163,19823,4438
45298,19866,51163,4424
45299,25158,19866,1531
45300,25819,25158,211
45301,32093,25819,816
45302,25351,32093,971
45303,50527,25351,5323
45304,61896,50527,1682
45305,62433,61896,69
45306,23032,62433,5443
45307,58811,23032,6024
45308,40867,58811,3907
45309,5347,40867,4456
45310,54109,5347,6391
45311,29641,54109,5138
45312,64457,29641,4352
45313,30456,64457,4518
45314,47246,30456,6606
45315,39680,47246,1137
45316,18437,39680,6752
45317,14334,18437,4095
45318,64363,14334,6546
45319,51508,64363,1611
45320,61783,51508,1804
45321,18068,61783,5880
45322,13508,18068,3658
45323,38699,13508,5245
45324,44791,38699,1851
45325,52940,44791,3079
45326,50427,52940,326
45327,42608,50427,3153
45328,36248,42608,1405
45329,48671,36248,1648
45330,23271,48671,7327
45331,34918,23271,6736
45332,27376,34918,7250
45333,37536,27376,7946
45334,1275,37536,4811
45335,671,1275,204
45336,42360,671,5372
45337,59764,42360,2433
45338,12456,59764,6971
45339,17518,12456,3736
45340,1136,17518,2051
45341,32897,1136,4254
45342,15358,32897,5999
45343,57786,15358,6984
45344,7205,57786,8115
45345,40805,7205,4200
45346,32153,40805,7263
45347,42772,32153,6993
45348,45686,42772,684
45349,7082,45686,5435
45350,59066,7082,8098
45351,39692,59066,4022
45352,59283,39692,3987
45353,27703,59283,4468
45354,41907,27703,6640
45355,49343,41907,3169
45356,9992,49343,7414
45357,32776,9992,5344
45358,24200,32776,7120
45359,28596,24200,1575
45360,9465,28596,2409
45361,19489,9465,3355
45362,2003,19489,2430
45363,21737,2003,2663
45364,27567,21737,2024
45365,17599,27567,1506
45366,18919,17599,427
45367,28967,18919,1816
45368,15698,28967,2446
45369,13776,15698,272
45370,2616,13776,2045
45371,43165,2616,5204
45372,52727,43165,3245
45373,11941,52727,7274
45374,40185,11941,5707
45375,47021,40185,1386
45376,6621,47021,5582
45377,29926,6621,3495
45378,36615,29926,8060
45379,41216,36615,1472
45380,56308,41216,3934
45381,45765,56308,3366
45382,10757,45765,4888
45383,59615,10757,6235
45384,26782,59615,4104
45385,54390,26782,6045
45386,5831,54390,6230
45387,12741,5831,1248
45388,28856,12741,2095
45389,18654,28856,1804
45390,49651,18654,4389
45391,3631,49651,6651
45392,61658,3631,8158
45393,39306,61658,3370
45394,26341,39306,8173
45395,7095,26341,4010
45396,53470,7095,6509
45397,36322,53470,2983
45398,58579,36322,3366
45399,47968,58579,3062
45400,63391,47968,2463
45401,19869,63391,5952
45402,49713,19869,4597
45403,64307,49713,1824
45404,55042,64307,1414
45405,13943,55042,7214
45406,598,13943,1668
45407,34058,598,4331
45408,46137,34058,1574
45409,22817,46137,7587
45410,45407,22817,7439
45411,42666,45407,766
45412,12358,42666,4829
45413,53625,12358,7207
45414,19027,53625,4965
45415,50967,19027,4520
45416,54462,50967,629
45417,28154,54462,5928
45418,23431,28154,1743
45419,56612,23431,4308
45420,43215,56612,3773
45421,23158,43215,7767
45422,3395,23158,2790
45423,47945,3395,5825
45424,4740,47945,5433
45425,49665,4740,6672
45426,28326,49665,5524
45427,17592,28326,1347
45428,34886,17592,6559
45429,39984,34886,654
45430,44230,39984,1566
45431,57265,44230,3694
45432,54949,57265,290
45433,6531,54949,6628
45434,38939,6531,4147
45435,47381,38939,1057
45436,65112,47381,2281
45437,25375,65112,5032
45438,7196,25375,4064
45439,44345,7196,5668
45440,61058,44345,2167
45441,41407,61058,2535
45442,36138,41407,1426
45443,59900,36138,3226
45444,40758,59900,3801
45445,32748,40758,7195
45446,61613,32748,4584
45447,40475,61613,3542
45448,20540,40475,6596
45449,39788,20540,6506
45450,41852,39788,1794
45451,18884,41852,7511
45452,61461,18884,5946
45453,39415,61461,3388
45454,641,39415,4974
45455,33896,641,4317
45456,61245,33896,3434
45457,54576,61245,1857
45458,63901,54576,1429
45459,19413,63901,5705
45460,943,19413,2319
45461,53714,943,6735
45462,40136,53714,2467
45463,12419,40136,5513
45464,41133,12419,4613
45465,63017,41133,2768
45466,12157,63017,6954
45467,62253,12157,7050
45468,9921,62253,6845
45469,13252,9921,672
45470,15956,13252,434
45471,26531,15956,2878
45472,4094,26531,3339
45473,39016,4094,4850
45474,44783,39016,1744
45475,45278,44783,966
45476,40075,45278,1418
45477,64071,40075,3289
45478,59930,64071,523
45479,10836,59930,6153
45480,50017,10836,7462
45481,13169,50017,7682
45482,33837,13169,5867
45483,37517,33837,724
45484,27475,37517,7995
45485,41098,27475,6523
45486,1973,41098,5351
45487,19190,1973,2472
45488,12366,19190,3927
45489,54973,12366,7390
45490,50771,54973,541
45491,49397,50771,212
45492,14562,49397,7938
45493,50416,14562,8066
45494,54243,50416,738
45495,21564,54243,4347
45496,57344,21564,5767
45497,46137,57344,2695
45498,36831,46137,1916
45499,20066,36831,6199
45500,14084,20066,3884
45501,56207,14084,7569
45502,24837,56207,5969
45503,49071,24837,7125
45504,41974,49071,907
45505,31428,41974,6950
45506,34615,31428,8126
45507,21814,34615,6720
45508,8205,21814,3751
45509,45234,8205,4631
45510,10147,45234,4834
45511,31785,10147,2929
45512,55924,31785,5323
45513,32948,55924,2904
45514,63267,32948,3826
45515,26216,63267,4649
45516,17231,26216,1188
45517,47960,17231,7938
45518,9958,47960,5047
45519,50266,9958,7255
45520,49919,50266,212
45521,48721,49919,3989
45522,30543,48721,6435
45523,18432,30543,2025
45524,41381,18432,7476
45525,16306,41381,5058
45526,38172,16306,5461
45527,17734,38172,6667
45528,58085,17734,5364
45529,39001,58085,3927
45530,9419,39001,6034
45531,924,9419,1258
45532,6635,924,846
45533,16808,6635,2824
45534,8248,16808,3122
45535,38085,8248,5791
45536,31155,38085,7598
45537,31355,31155,121
45538,27274,31355,542
45539,17646,27274,1484
45540,42372,17646,7213
45541,18261,42372,7258
45542,48720,18261,7968
45543,63490,48720,2250
45544,1468,63490,8119
45545,16860,1468,2188
45546,23014,16860,775
45547,2108,23014,2619
45548,42194,2108,5533
45549,60294,42194,2538
45550,3613,60294,7347
45551,31229,3613,3836
45552,55449,31229,5164
45553,30612,55449,5601
45554,37658,30612,7313
45555,39134,37658,376
45556,15297,39134,5219
45557,16448,15297,3952
45558,18302,16448,231
45559,21001,18302,686
45560,48035,21001,7477
45561,23346,48035,7186
45562,48582,23346,7390
45563,57284,48582,3136
45564,48701,57284,3135
45565,311,48701,6113
45566,48117,311,5976
45567,39502,48117,1079
45568,42107,39502,1990
45569,48436,42107,809
45570,37231,48436,1419
45571,493,37231,4624
45572,11448,493,1450
45573,38487,11448,5981
45574,59176,38487,3631
45575,22087,59176,5677
45576,31107,22087,1528
45577,43408,31107,6658
45578,28157,43408,6285
45579,20209,28157,1121
45580,49317,20209,4554
45581,58943,49317,1235
45582,3937,58943,7467
45583,51525,3937,6340
45584,58978,51525,1508
45585,57902,58978,137
45586,33851,57902,3266
45587,32632,33851,8040
45588,35071,32632,7920
45589,63681,35071,3591
45590,30223,63681,4569
45591,7403,30223,3420
45592,16516,7403,2957
45593,10603,16516,3389
45594,36443,10603,5350
45595,17345,36443,6579
45596,5826,17345,2720
45597,26980,5826,4084
45598,6211,26980,3620
45599,22449,6211,2558
45600,31639,22449,1412
45601,23704,31639,1249
45602,6255,23704,2206
45603,8732,6255,1870
45604,14705,8732,877
45605,43490,14705,4626
45606,65331,43490,2778
45607,41825,65331,2954
45608,11792,41825,4526
45609,24185,11792,3597
45610,22769,24185,209
45611,42352,22769,8112
45612,52111,42352,3551
45613,5290,52111,7140
45614,8379,5290,1666
45615,58268,8379,6244
45616,42404,58268,2247
45617,53703,42404,3724
45618,39227,53703,2335
45619,56246,39227,2129
45620,36645,56246,2706
45621,53086,36645,2063
45622,53207,53086,17
45623,40022,53207,2672
45624,3023,40022,4851
45625,41902,3023,5388
45626,11792,41902,4535
45627,9339,11792,333
45628,6722,9339,1991
45629,32086,6722,3298
45630,48426,32086,6159
45631,10326,48426,4783
45632,39504,10326,5696
45633,26191,39504,8067
45634,17,26191,3275
45635,20322,17,2542
45636,54135,20322,4994
45637,49692,54135,557
45638,34682,49692,2220
45639,16311,34682,5913
45640,57258,16311,7171
45641,31551,57258,5266
45642,42057,31551,7150
45643,2720,42057,5597
45644,65111,2720,7838
45645,37870,65111,3511
45646,56370,37870,2555
45647,52842,56370,587
45648,5029,52842,7097
45649,3590,5029,948
45650,1186,3590,340
45651,41342,1186,5307
45652,55293,41342,3792
45653,24127,55293,4408
45654,10207,24127,3900
45655,6833,10207,1965
45656,31692,6833,3119
45657,56993,31692,5293
45658,39021,56993,2265
45659,2779,39021,4694
45660,50054,2779,6443
45661,62518,50054,1782
45662,54963,62518,1104
45663,15269,54963,7586
45664,57325,15269,7305
45665,56321,57325,125
45666,11486,56321,7707
45667,18343,11486,3439
45668,34450,18343,6182
45669,21294,34450,6839
45670,9477,21294,3781
45671,57266,9477,8022
45672,3739,57266,6693
45673,36490,3739,4098
45674,15758,36490,5728
45675,4457,15758,1436
45676,38343,4457,4245
45677,13620,38343,5150
45678,32719,13620,2399
45679,25366,32719,923
45680,29103,25366,599
45681,21140,29103,1127
45682,56567,21140,4556
45683,55482,56567,137
45684,29006,55482,5438
45685,29580,29006,88
45686,29998,29580,212
45687,13925,29998,2153
45688,45762,13925,4244
45689,25325,45762,6661
45690,11515,25325,2498
45691,5064,11515,2022
45692,4436,5064,83
45693,14636,4436,1295
45694,13542,14636,441
45695,38151,13542,5180
45696,28597,38151,8022
45697,45909,28597,7068
45698,26462,45909,6785
45699,56532,26462,6001
45700,25226,56532,6091
45701,1344,25226,3321
45702,41180,1344,5299
45703,35768,41180,1388
45704,65322,35768,3730
45705,39681,65322,3205
45706,30279,39681,7592
45707,57523,30279,4830
45708,53926,57523,1602
45709,32164,53926,5600
45710,60825,32164,4615
45711,20232,60825,5202
45712,17673,20232,320
45713,20249,17673,322
45714,7363,20249,2683
45715,40273,7363,4146
45716,60640,40273,3638
45717,4461,60640,8113
45718,53966,4461,6260
45719,57817,53966,1634
45720,38651,57817,3812
45721,11578,38651,6008
45722,44866,11578,4175
45723,61482,44866,3053
45724,1653,61482,7883
45725,27488,1653,3490
45726,19402,27488,1045
45727,3044,19402,2053
45728,45298,3044,5986
45729,54773,45298,3232
45730,23576,54773,4413
45731,62671,23576,5402
45732,64295,62671,509
45733,46201,64295,2539
45734,59397,46201,2959
45735,41011,59397,2310
45736,47519,41011,821
45737,5966,47519,5594
45738,1021,5966,662
45739,13159,1021,1555
45740,63931,13159,6491
45741,42598,63931,3067
45742,43929,42598,447
45743,5032,43929,5894
45744,22266,5032,2218
45745,42813,22266,7736
45746,41613,42813,182
45747,7979,41613,6068
45748,24698,7979,4074
45749,28169,24698,462
45750,32708,28169,569
45751,25461,32708,918
45752,53950,25461,5689
45753,44592,53950,3985
45754,18121,44592,7455
45755,58601,18121,5188
45756,43441,58601,2475
45757,24058,43441,7817
45758,13160,24058,3538
45759,19362,13160,3865
45760,20203,19362,169
45761,8583,20203,3565
45762,39828,8583,5954
45763,35202,39828,578
45764,26674,35202,7222
45765,28931,26674,806
45766,2955,28931,3921
45767,52619,2955,6336
45768,2626,52619,6393
45769,60951,2626,7306
45770,55,60951,7620
45771,22637,55,2827
45772,21456,22637,375
45773,40098,21456,6638
45774,58327,40098,4078
45775,1631,58327,7345
45776,46284,1631,5714
45777,62120,46284,2252
45778,12510,62120,6222
45779,41521,12510,4701
45780,26086,41521,6394
45781,62346,26086,4813
45782,57114,62346,1426
45783,21922,57114,4439
45784,54356,21922,4158
45785,51831,54356,964
45786,32537,51831,5805
45787,51950,32537,5822
45788,1489,51950,6631
45789,38946,1489,5054
45790,42951,38946,2044
45791,54187,42951,3725
45792,14568,54187,7528
45793,26548,14568,3051
45794,39515,26548,8125
45795,43221,39515,1617
45796,17777,43221,7604
45797,32516,17777,1870
45798,16500,32516,2030
45799,6182,16500,2826
45800,33115,6182,4911
45801,32261,33115,8171
45802,59518,32261,4815
45803,12971,59518,7002
45804,11692,12971,992
45805,383,11692,1434
45806,25690,383,3236
45807,20628,25690,1689
45808,44998,20628,8170
45809,48385,44998,600
45810,28221,48385,6759
45811,32330,28221,526
45812,6891,32330,3220
45813,16406,6891,2911
45814,30680,16406,1785
45815,42694,30680,6691
45816,52739,42694,3352
45817,55990,52739,662
45818,18361,55990,5025
45819,3872,18361,2323
45820,10651,3872,1239
45821,21759,10651,4012
45822,2288,21759,2945
45823,63334,2288,8178
45824,41521,63334,2730
45825,28196,41521,6530
45826,45301,28196,7130
45827,29871,45301,6283
45828,45742,29871,6336
45829,22181,45742,7297
45830,57288,22181,4397
45831,55406,57288,244
45832,29491,55406,5483
45833,39360,29491,7518
45834,40538,39360,243
45835,14603,40538,5354
45836,55319,14603,7203
45837,10790,55319,7750
45838,40747,10790,5793
45839,61359,40747,3600
45840,56624,61359,1619
45841,34290,56624,2840
45842,58675,34290,3096
45843,8031,58675,8013
45844,8529,8031,1985
45845,9686,8529,144
45846,62726,9686,6682
45847,39243,62726,3465
45848,46612,39243,1515
45849,43926,46612,944
45850,62514,43926,3060
45851,45672,62514,2251
45852,10201,45672,4790
45853,33722,10201,5260
45854,23275,33722,6954
45855,56892,23275,4250
45856,526,56892,7046
45857,61055,526,7566
45858,7145,61055,7858
45859,8952,7145,1826
45860,21423,8952,3626
45861,41998,21423,7924
45862,26257,41998,6227
45863,47819,26257,7051
45864,63504,47819,2139
45865,34799,63504,4095
45866,26450,34799,7191
45867,30324,26450,548
45868,42969,30324,6709
45869,8127,42969,5900
45870,43601,8127,5821
45871,46361,43601,1001
45872,5714,46361,5225
45873,49441,5714,6894
45874,1096,49441,6317
45875,1366,1096,35
45876,40672,1366,4982
45877,43762,40672,1666
45878,9642,43762,4587
45879,50073,9642,7366
45880,18127,50073,4266
45881,32191,18127,1902
45882,15371,32191,2102
45883,18861,15371,3764
45884,5970,18861,3039
45885,51067,5970,6661
45886,17855,51067,4184
45887,33683,17855,6341
45888,5063,33683,4618
45889,38508,5063,4277
45890,64448,38508,3509
45891,64920,64448,203
45892,20542,64920,5556
45893,18278,20542,747
45894,30164,18278,1622
45895,49059,30164,6478
45896,60475,49059,2675
45897,828,60475,7648
45898,60655,828,7674
45899,35278,60655,3236
45900,62906,35278,3982
45901,40818,62906,3417
45902,16341,40818,5140
45903,17977,16341,3901
45904,30836,17977,1993
45905,54839,30836,5576
45906,7683,54839,6406
45907,50201,7683,6979
45908,15713,50201,7983
45909,2449,15713,1694
45910,64719,2449,7851
45911,4119,64719,7579
45912,65149,4119,7629
45913,1497,65149,8052
45914,15053,1497,2018
45915,64983,15053,6371
45916,4813,64983,7651
45917,30570,4813,3252
45918,5492,30570,3139
45919,46805,5492,5236
45920,54948,46805,3086
45921,1941,54948,6694
45922,21762,1941,2642
45923,25208,21762,1775
45924,21538,25208,1739
45925,21719,21538,30
45926,53916,21719,4297
45927,15200,53916,7487
45928,61436,15200,6803
45929,14925,61436,6838
45930,15544,14925,222
45931,42498,15544,4951
45932,7811,42498,5904
45933,6759,7811,156
45934,48574,6759,5371
45935,7287,48574,5177
45936,25822,7287,3861
45937,8411,25822,2176
45938,26861,8411,2310
45939,912,26861,3439
45940,10906,912,1313
45941,45020,10906,4264
45942,37243,45020,2004
45943,48429,37243,1418
45944,8036,48429,5193
45945,27788,8036,3709
45946,28672,27788,913
45947,35790,28672,8057
45948,14612,35790,5723
45949,40622,14612,5367
45950,47636,40622,1175
45951,7018,47636,5167
45952,36333,7018,4816
45953,55200,36333,2889
45954,4149,55200,6386
45955,50047,4149,6761
45956,36642,50047,2443
45957,5255,36642,4980
45958,26094,5255,3629
45959,54889,26094,5744
45960,26524,54889,5694
45961,53195,26524,5386
45962,51254,53195,255
45963,37367,51254,2872
45964,33530,37367,609
45965,46533,33530,1767
45966,9749,46533,4730
45967,34107,9749,5221
45968,32984,34107,188
45969,61623,32984,3597
45970,65421,61623,487
45971,32673,65421,4101
45972,6228,32673,3326
